time_step,population,avg_sugar,avg_age,total_born,total_died
1,100,15.593973179978136,1.0,100,0
2,100,15.493900040303862,2.0,100,0
3,99,15.839172611997954,3.0,100,1
4,98,16.261077096824682,4.0,100,2
5,95,16.98236354632771,5.0,100,5
6,93,17.61619212560759,6.0,100,7
7,91,18.394296703008084,7.0,100,9
8,91,18.81286432418069,8.0,100,9
9,90,19.422066130779378,9.0,100,10
10,90,19.853986449683635,10.0,100,10
11,86,21.255064274950342,11.0,100,14
12,86,21.780567570221418,12.0,100,14
13,86,22.311838997734714,13.0,100,14
14,84,23.38764487704081,14.0,100,16
15,82,24.56270076639124,15.0,100,18
16,81,25.50106248387517,16.0,100,19
17,81,26.123628750885658,17.0,100,19
18,80,27.061603930541935,17.775,101,21
19,78,28.515221940318597,18.76923076923077,101,23
20,78,29.221476093077865,19.512820512820515,102,24
21,77,30.39718728456092,20.506493506493506,102,25
22,76,31.64336192883259,21.5,102,26
23,74,33.414572921568514,22.486486486486488,102,28
24,74,34.27524907067874,23.16216216216216,103,29
25,73,35.68755153208983,24.15068493150685,103,30
26,74,36.14869938100602,24.81081081081081,104,30
27,74,37.10575063694457,25.445945945945947,105,31
28,74,38.10988673039976,26.445945945945947,105,31
29,76,38.009134351450285,26.723684210526315,107,31
30,78,37.93706604469998,27.012820512820515,109,31
31,82,36.971111479225414,26.646341463414632,113,31
32,83,37.44201857787408,27.313253012048193,114,31
33,84,37.902838342644806,27.976190476190474,115,31
34,84,38.827497842089876,28.976190476190474,115,31
35,85,39.263812228437416,29.623529411764707,116,31
36,86,39.69861889994247,30.267441860465116,117,31
37,89,39.20770198238764,30.213483146067414,120,31
38,89,40.16625091884137,31.213483146067414,120,31
39,89,41.11468696395649,32.21348314606742,120,31
40,90,41.58014655714623,32.84444444444444,121,31
41,92,41.582969682536216,33.108695652173914,123,31
42,93,42.105987229513275,33.74193548387097,124,31
43,93,43.09141343509805,34.74193548387097,124,31
44,95,43.12819101860417,34.98947368421052,126,31
45,97,43.186425008418766,35.24742268041237,128,31
46,98,43.68551249810095,35.87755102040816,129,31
47,99,44.175019144982976,36.505050505050505,130,31
48,99,45.100014579081844,37.505050505050505,130,31
49,100,45.59046536482519,38.12,131,31
50,104,44.690894303748195,37.61538461538461,135,31
51,108,43.940891068250544,37.18518518518518,139,31
52,109,44.48499008836237,37.8348623853211,140,31
53,112,44.23590156349376,37.794642857142854,143,31
54,113,44.80717810841142,38.45132743362832,144,31
55,117,44.17541898588383,38.1025641025641,148,31
56,118,44.71997007254807,38.29661016949152,150,32
57,120,44.88022783632447,38.641666666666666,152,32
58,121,45.43796969318772,39.31404958677686,153,32
59,124,45.25710570314984,39.33870967741935,156,32
60,121,46.61318608950756,39.85123966942149,156,35
61,124,46.37227099059183,39.37096774193548,160,36
62,122,46.385579106195166,38.49180327868852,163,41
63,124,46.472610935966024,38.346774193548384,166,42
64,125,47.07282774466243,39.032,167,42
65,124,47.30183571837168,38.78225806451613,169,45
66,124,48.106443789997996,39.25,170,46
67,125,48.69888038853279,39.928,171,46
68,127,48.9030594934397,39.74803149606299,174,47
69,125,48.587096055253845,39.744,175,50
70,129,47.97241365991953,39.48062015503876,179,50
71,130,48.57228824638492,39.62307692307692,181,51
72,128,48.200624145101656,39.0078125,183,55
73,130,47.386118417157775,38.26923076923077,187,57
74,130,48.36689385342193,38.7,188,58
75,128,49.11498137220595,39.1484375,188,60
76,128,49.77050216932418,38.9609375,190,62
77,131,49.697911438602226,39.045801526717554,193,62
78,132,50.342778437505075,39.74242424242424,194,62
79,131,51.300344452015445,40.45038167938932,194,63
80,132,50.228503696045486,39.31818181818182,198,66
81,129,50.01785663233976,38.89922480620155,199,70
82,129,51.065669248151586,39.89922480620155,199,70
83,127,51.74237231361899,39.58267716535433,200,73
84,125,52.13050827582412,39.216,201,76
85,127,51.59748590290872,38.24409448818898,205,78
86,121,51.477317378360596,36.925619834710744,205,84
87,125,50.886068779460985,36.712,209,84
88,128,49.12480839359758,35.59375,214,86
89,130,48.97744156364422,35.34615384615385,217,87
90,128,49.93488216555505,35.5078125,217,89
91,127,50.59338228642336,34.645669291338585,219,92
92,130,49.956033428357074,34.11538461538461,223,93
93,131,50.592928513328296,34.13740458015267,225,94
94,129,51.43898429918968,34.46511627906977,225,96
95,126,51.378153835577784,32.976190476190474,227,101
96,131,50.46198181431703,32.6793893129771,232,101
97,132,50.60024859999923,31.954545454545453,235,103
98,135,49.8310987143642,31.674074074074074,239,104
99,137,50.09617656817987,31.474452554744527,242,105
100,141,49.055871167918525,30.843971631205672,247,106
101,144,49.08847724807163,30.916666666666668,251,107
102,148,48.804237302618,31.054054054054053,255,107
103,148,49.87522170425527,31.56756756756757,256,108
104,150,50.15184608438712,31.64666666666667,259,109
105,151,49.7252218663879,31.516556291390728,262,111
106,151,50.18710240690275,32.05960264900662,263,112
107,155,49.87044814789275,32.20645161290322,267,112
108,155,50.26597377518544,32.76774193548387,268,113
109,161,49.368255149794486,32.50931677018634,274,113
110,166,48.2185248278113,32.15060240963855,280,114
111,168,48.58628468064138,32.75595238095238,282,114
112,169,48.331866730845576,32.65680473372781,285,116
113,169,48.02769472905302,32.69822485207101,287,118
114,170,48.706021005662265,33.5,288,118
115,172,49.077665487951954,33.75,291,119
116,173,49.16309911172094,34.04624277456647,293,120
117,176,49.24549009877009,34.44886363636363,296,120
118,177,49.5066548688547,34.86440677966102,298,121
119,176,49.07279500766074,34.74431818181818,300,124
120,178,49.00978620629778,34.86516853932584,303,125
121,182,48.31114861044483,34.362637362637365,309,127
122,184,48.70668320862229,34.97826086956522,311,127
123,186,48.856388295986136,34.693548387096776,315,129
124,191,48.486766891680944,34.75916230366492,320,129
125,193,48.267160683748216,34.54922279792746,324,131
126,197,48.02905531046211,34.49746192893401,329,132
127,198,48.170189664670076,34.464646464646464,332,134
128,196,49.06728463116133,34.566326530612244,333,137
129,201,48.70460752013835,34.681592039801,338,137
130,203,49.07084082835433,35.330049261083744,340,137
131,202,48.55666341807104,35.12376237623762,343,141
132,205,48.46506345084265,35.13170731707317,347,142
133,205,49.15323465825457,35.75609756097561,348,143
134,211,48.56030389633779,35.71090047393365,354,143
135,210,48.23311885009498,35.476190476190474,357,147
136,214,47.515797523146624,35.05140186915888,363,149
137,214,48.14742591050477,35.74766355140187,364,150
138,216,47.828260763568224,36.023148148148145,367,151
139,223,46.82482401538018,35.417040358744394,376,153
140,226,46.53127298933135,35.376106194690266,381,155
141,226,46.844947139349244,35.42035398230089,384,158
142,225,46.63801607653232,35.00888888888889,387,162
143,232,46.02098325878729,34.7198275862069,395,163
144,230,46.18786953065566,34.7,397,167
145,229,46.993466985873084,35.03493449781659,399,170
146,232,47.21825890821194,35.56896551724138,402,170
147,235,47.451771810568744,36.10212765957447,405,170
148,236,47.36622699201925,35.860169491525426,409,173
149,236,47.923518962270364,36.50423728813559,410,174
150,237,47.77436879725046,36.675105485232066,413,176
151,238,47.84626471663419,36.7563025210084,416,178
152,241,47.489100190218814,36.16597510373444,422,181
153,241,47.73460232947414,36.50207468879668,424,183
154,240,47.79801952213916,36.583333333333336,426,186
155,241,48.41616205816321,37.427385892116185,427,186
156,239,48.77521095224114,37.84100418410042,428,189
157,242,48.78819144717852,38.04132231404959,432,190
158,243,48.479848561371085,37.358024691358025,437,194
159,249,47.97503041174941,36.899598393574294,445,196
160,252,47.19643013497919,36.035714285714285,452,200
161,251,48.000751270466814,36.61752988047809,453,202
162,254,47.69584032365903,36.40551181102362,459,205
163,257,47.21942401294899,36.447470817120625,464,207
164,261,47.11832716014222,36.60919540229885,469,208
165,263,46.76005305111846,36.38022813688213,474,211
166,261,47.43595911521866,36.7088122605364,475,214
167,262,47.059255337059,36.652671755725194,479,217
168,264,47.27016148717357,36.765151515151516,483,219
169,268,47.20068984297815,36.77238805970149,489,221
170,273,47.118299946740215,37.08058608058608,494,221
171,272,46.90264101349965,37.02205882352941,498,226
172,273,47.50102510193479,37.88278388278388,499,226
173,272,47.97242421694644,38.213235294117645,501,229
174,270,48.3098573061975,38.27777777777778,503,233
175,274,47.322716000400376,37.7007299270073,511,237
176,273,47.90554492878022,38.16483516483517,512,239
177,276,47.78742630611013,38.242753623188406,517,241
178,278,47.50307294751648,37.94964028776978,522,244
179,279,47.89082466248331,38.19713261648746,526,247
180,281,47.96821938319802,38.1423487544484,531,250
181,283,47.703633046728065,38.03886925795053,536,253
182,284,48.2910119982651,38.901408450704224,537,253
183,284,48.375597470839985,39.08450704225352,540,256
184,282,47.837193004090295,38.4113475177305,545,263
185,284,47.80622778354179,38.58098591549296,549,265
186,289,47.742819480947425,38.8961937716263,554,265
187,292,47.25385400443795,38.85616438356164,559,267
188,291,47.8086150131156,39.3745704467354,560,269
189,294,47.75548487370321,39.435374149659864,565,271
190,296,48.044302873271306,39.888513513513516,568,272
191,301,47.59729820612859,40.00332225913621,574,273
192,301,47.03664057393468,39.75747508305648,579,278
193,302,46.66231132752926,39.62582781456954,584,282
194,305,46.308770607902986,39.40327868852459,590,285
195,307,46.59843013969302,39.96416938110749,593,286
196,307,46.60836831331472,40.1042345276873,596,289
197,307,46.59262161623946,39.755700325732896,601,294
198,306,46.71961145763309,40.205882352941174,603,297
199,307,46.573283443067055,39.94462540716612,608,301
200,310,46.291467317720915,39.851612903225806,614,304
201,308,46.58749683971825,40.311688311688314,615,307
202,307,47.07355234145883,40.732899022801305,617,310
203,310,47.153286856000925,41.02903225806452,621,311
204,310,47.44054778497429,41.49677419354839,623,313
205,311,47.57555561503062,41.852090032154344,626,315
206,310,47.6333246497999,41.670967741935485,630,320
207,308,48.42775168388128,42.25,630,322
208,310,48.213709014912354,42.21612903225807,635,325
209,313,47.97825539906674,42.08626198083067,641,328
210,317,47.80757641918668,42.056782334384856,647,330
211,318,47.30440751340423,41.581761006289305,653,335
212,320,46.51648800031795,40.809375,660,340
213,314,47.01406228090138,40.6656050955414,661,347
214,311,47.059663953775306,40.755627009646304,663,352
215,317,46.6859827058196,40.473186119873816,671,354
216,319,47.00644364408098,40.843260188087775,675,356
217,317,46.928661095071185,40.798107255520506,678,361
218,313,46.93020550242173,40.753993610223645,680,367
219,316,47.031595703883326,40.924050632911396,685,369
220,321,46.339200187940584,40.22118380062305,695,374
221,326,45.910122188200546,40.08282208588957,702,376
222,329,46.054148200544475,40.525835866261396,706,377
223,325,45.860705187142145,39.996923076923075,710,385
224,330,44.98540420501165,39.448484848484846,719,389
225,333,44.94225152261188,39.570570570570574,724,391
226,338,44.93810503669355,39.97041420118343,729,391
227,337,44.9443791817991,40.04154302670623,732,395
228,344,44.321562471295785,39.66860465116279,741,397
229,346,44.47097387095869,40.00289017341041,745,399
230,344,44.598615389974796,40.23255813953488,748,404
231,343,44.521651034465904,40.30320699708455,751,408
232,348,44.502802275344436,40.70977011494253,756,408
233,348,44.55432506684682,40.72701149425287,760,412
234,352,44.67886597790919,41.25284090909091,764,412
235,353,44.57944442932329,41.07648725212464,769,416
236,354,44.41496727465591,40.94632768361582,774,420
237,349,44.6751843538246,41.03438395415473,775,426
238,350,44.70856716677847,41.331428571428575,778,428
239,352,44.72160072983713,41.64204545454545,782,430
240,352,44.802615090261654,41.68465909090909,786,434
241,355,44.34750065723829,41.32394366197183,793,438
242,352,44.79789304531284,41.83238636363637,795,443
243,349,44.876203789385706,41.63323782234957,798,449
244,352,44.54963995718452,41.57954545454545,804,452
245,354,44.15746363502581,41.11581920903955,811,457
246,355,44.2179324342315,41.58028169014084,814,459
247,359,44.18637814907494,41.87465181058496,819,460
248,355,44.645468773964545,42.12676056338028,820,465
249,360,43.65992539023566,41.297222222222224,830,470
250,360,43.53989508798623,41.575,833,473
251,362,43.59889079486301,41.63259668508287,838,476
252,363,43.40554280478375,41.63636363636363,843,480
253,364,43.310005515571724,41.57142857142857,848,484
254,363,43.272217329373106,41.082644628099175,853,490
255,367,43.118619428062004,41.12534059945504,859,492
256,369,43.00421689537725,41.292682926829265,864,495
257,371,42.70600761352831,41.34231805929919,869,498
258,371,42.96992612225797,41.649595687331534,872,501
259,370,43.417809985442936,42.3,873,503
260,372,43.678522094736095,42.82258064516129,876,504
261,373,43.585262378627036,43.029490616621985,880,507
262,374,43.65036111556446,43.30213903743316,884,510
263,373,43.85357025447062,43.26005361930295,888,515
264,372,43.53522939545396,43.06989247311828,893,521
265,370,43.691137501168065,43.01081081081081,896,526
266,367,43.870501146759246,43.14986376021798,898,531
267,370,43.44479475941282,42.972972972972975,905,535
268,372,42.75472533679745,42.54838709677419,912,540
269,370,43.01560749839554,42.82432432432432,914,544
270,373,43.05383549041307,43.23324396782842,918,545
271,375,42.83974251452811,43.096,924,549
272,376,42.86435103327116,43.49734042553192,927,551
273,379,42.70320554777741,43.522427440633244,933,554
274,383,42.069738467180784,43.09399477806789,941,558
275,386,42.19216607061925,43.468911917098445,945,559
276,389,42.26762676381998,43.91002570694087,949,560
277,385,42.456647399460635,43.76103896103896,952,567
278,386,42.3380179363414,43.92227979274612,957,571
279,383,42.653489091709794,44.44386422976501,958,575
280,386,42.38959134032108,44.4119170984456,964,578
281,388,42.29744932089737,44.6958762886598,968,580
282,388,41.7572648615328,44.30927835051546,975,587
283,384,41.701973448424845,44.286458333333336,977,593
284,378,41.99717830707971,44.407407407407405,978,600
285,379,42.24023656256396,44.46437994722955,982,603
286,381,42.50070649339433,44.976377952755904,985,604
287,380,42.57558455910103,45.48421052631579,987,607
288,377,42.73246558655357,45.814323607427056,989,612
289,379,42.68712145064737,45.7598944591029,994,615
290,377,42.4230789552912,45.753315649867375,998,621
291,376,42.587911887883465,45.776595744680854,1002,626
292,373,42.74603206925198,45.597855227882036,1006,633
293,377,42.56520872358499,45.320954907161806,1013,636
294,376,42.47002022057919,45.16755319148936,1018,642
295,374,42.47688285123693,45.18449197860963,1022,648
296,378,41.91562019578937,44.97883597883598,1029,651
297,376,42.413498672187224,45.38563829787234,1031,655
298,372,42.20409848780314,44.85215053763441,1035,663
299,371,41.9657190218042,44.671159029649594,1040,669
300,372,41.643552822538794,43.88978494623656,1048,676
301,371,41.410458496029236,43.889487870619945,1052,681
302,369,41.620154637807964,44.040650406504064,1055,686
303,375,41.264194123840646,44.077333333333335,1062,687
304,377,41.405414976302566,44.148541114058354,1067,690
305,381,41.232976792018306,44.38057742782152,1072,691
306,384,41.45362750980481,45.026041666666664,1075,691
307,386,41.46041078626881,45.295336787564764,1079,693
308,387,41.62809976685196,45.31266149870801,1084,697
309,385,41.453818315382506,44.96363636363636,1089,704
310,384,41.67672510910074,45.145833333333336,1092,708
311,387,41.67662141548216,45.049095607235145,1098,711
312,382,41.3992147649792,44.8848167539267,1101,719
313,382,41.331011672774835,44.738219895287955,1106,724
314,380,41.4089930672869,44.53157894736842,1110,730
315,378,41.264851260080874,44.4973544973545,1114,736
316,381,41.14373913510814,44.45931758530184,1120,739
317,380,41.514971578640996,44.78421052631579,1122,742
318,380,41.73504102815057,45.084210526315786,1125,745
319,383,41.41832039962929,44.83289817232376,1132,749
320,386,41.146090871666985,44.2720207253886,1140,754
321,387,41.24862262844043,44.348837209302324,1144,757
322,389,41.4338678191113,44.91773778920309,1147,758
323,389,41.289775551596556,44.53213367609254,1154,765
324,388,41.064292530583764,44.29639175257732,1159,771
325,385,41.47688380690467,44.457142857142856,1161,776
326,385,41.72114778959394,44.63376623376623,1164,779
327,386,42.20066017784221,45.515544041450774,1165,779
328,388,42.121927905464,45.68556701030928,1170,782
329,388,42.13224348920949,45.68041237113402,1175,787
330,385,42.33812429829709,45.30909090909091,1179,794
331,383,42.75800826042411,45.38381201044386,1182,799
332,387,42.77219347015606,45.72609819121447,1187,800
333,390,42.54834883288887,45.45128205128205,1194,804
334,391,42.73380039787983,45.41432225063939,1199,808
335,392,42.653467614582645,45.41836734693877,1204,812
336,394,42.41625073470249,44.99238578680203,1211,817
337,396,42.279788009529476,45.11868686868687,1216,820
338,396,42.188046860855806,44.67929292929293,1222,826
339,398,41.77517085032738,44.188442211055275,1229,831
340,398,41.471792109593586,43.73618090452261,1235,837
341,399,41.55624926924269,43.92481203007519,1239,840
342,398,41.41794488523722,43.904522613065325,1243,845
343,401,41.41428351532829,44.06483790523691,1248,847
344,405,41.36566640321362,44.20987654320987,1254,849
345,405,41.151640983383636,44.05432098765432,1259,854
346,405,40.75351128535037,43.60246913580247,1266,861
347,405,41.03940011424779,43.8320987654321,1270,865
348,406,41.33560702688776,44.522167487684726,1272,866
349,407,41.319496646249924,44.432432432432435,1278,871
350,410,40.72249700118518,43.89756097560976,1286,876
351,411,40.64378184597478,43.99513381995134,1291,880
352,410,40.599183248472,43.84634146341463,1295,885
353,413,40.50262001132458,44.0726392251816,1300,887
354,412,40.538371484992275,44.20631067961165,1304,892
355,413,40.499093589118196,44.38256658595642,1309,896
356,413,40.53439633465337,44.42372881355932,1314,901
357,416,40.37417105958602,44.45192307692308,1320,904
358,416,40.55453719514951,44.77163461538461,1323,907
359,419,40.56051670605855,45.0071599045346,1328,909
360,422,40.539538429360384,45.22748815165877,1333,911
361,423,40.60524135845275,45.628841607565015,1336,913
362,426,40.56880318357055,45.889671361502344,1341,915
363,425,40.91147222122209,46.13411764705882,1344,919
364,422,41.49793731568441,46.86255924170616,1344,922
365,417,41.65184301793331,46.71462829736211,1346,929
366,415,41.64679467996383,46.8433734939759,1349,934
367,418,41.55287789431119,47.014354066985646,1354,936
368,420,41.755322011107836,47.04047619047619,1359,939
369,421,42.02039327988466,47.42042755344418,1362,941
370,425,41.612527783536606,47.0,1370,945
371,422,41.5771895164109,46.845971563981045,1374,952
372,420,41.32874793653658,46.483333333333334,1379,959
373,422,41.40039497685055,46.76777251184834,1383,961
374,428,40.758788135810995,46.478971962616825,1392,964
375,435,40.583439347241594,46.714942528735634,1399,964
376,434,40.49785089714723,46.566820276497694,1404,970
377,442,40.086400499124906,46.28506787330317,1414,972
378,440,40.302518469645726,46.763636363636365,1416,976
379,438,40.52256334079494,46.85159817351598,1419,981
380,440,40.546638358304634,46.85227272727273,1425,985
381,441,40.86468947196663,47.492063492063494,1427,986
382,441,40.84481282125494,47.673469387755105,1431,990
383,446,40.44415694170754,47.219730941704036,1440,994
384,449,40.22903290426413,46.99554565701559,1448,999
385,450,40.15866317556333,47.004444444444445,1454,1004
386,449,40.05103790600258,46.70824053452116,1459,1010
387,446,40.4125791928874,47.237668161434975,1460,1014
388,439,40.701667796736245,47.12072892938497,1462,1023
389,436,41.07803351529481,47.59862385321101,1463,1027
390,433,41.10782631908963,47.36027713625866,1467,1034
391,438,40.589051511634146,46.92922374429224,1476,1038
392,438,40.577515223884006,46.83561643835616,1481,1043
393,437,40.386010981789774,46.26086956521739,1488,1051
394,432,40.7338529964074,46.4212962962963,1490,1058
395,434,40.75336076206919,46.28801843317972,1496,1062
396,436,40.65939195249158,46.52522935779817,1501,1065
397,434,41.2243786804138,47.07834101382488,1502,1068
398,435,41.31275116404175,47.14942528735632,1507,1072
399,435,41.31245762692616,47.33103448275862,1511,1076
400,435,41.438792586279014,47.186206896551724,1516,1081
401,438,41.21766556471099,47.01141552511415,1523,1085
402,437,41.62267454008088,47.649885583524025,1524,1087
403,443,41.467604670342084,47.74266365688488,1531,1088
404,444,41.19898858109123,47.13513513513514,1539,1095
405,447,41.27142034604315,47.355704697986575,1544,1097
406,449,41.031459871599225,47.02895322939867,1551,1102
407,449,41.17683775955286,47.40089086859688,1554,1105
408,455,40.851165640785325,47.325274725274724,1562,1107
409,456,40.83563232194847,47.324561403508774,1567,1111
410,455,40.7443000003653,47.17142857142857,1572,1117
411,453,40.55509025671715,47.141280353200884,1576,1123
412,455,40.39849936842049,47.04835164835165,1582,1127
413,460,40.10784517299212,46.98695652173913,1590,1130
414,463,39.90363381263261,46.69114470842332,1598,1135
415,470,39.782346469006086,46.98085106382979,1605,1135
416,472,39.72741579492078,47.20338983050848,1610,1138
417,475,39.56765887755558,47.01684210526316,1617,1142
418,469,39.95862119683061,46.991471215351815,1619,1150
419,468,40.002990935014644,46.97222222222222,1623,1155
420,470,40.12233933078485,47.291489361702126,1627,1157
421,476,39.874135656658424,47.14705882352941,1636,1160
422,475,40.21200785740662,47.41263157894737,1639,1164
423,475,40.47123225509571,47.99368421052632,1641,1166
424,473,40.69707589997463,48.14799154334038,1645,1172
425,475,40.559328044944266,48.311578947368425,1650,1175
426,475,40.62868475738204,48.41473684210526,1654,1179
427,476,40.63151880276688,48.455882352941174,1659,1183
428,470,40.60579151592553,48.340425531914896,1662,1192
429,475,40.52370892108041,48.41894736842105,1669,1194
430,473,40.72214368453455,48.89429175475687,1671,1198
431,469,40.88629481725824,49.072494669509595,1673,1204
432,469,41.009449232913354,48.850746268656714,1679,1210
433,472,40.76355689661535,48.478813559322035,1687,1215
434,477,40.654958055494255,48.712788259958074,1693,1216
435,481,40.54567059485117,48.88149688149688,1699,1218
436,481,40.67117819014245,48.86486486486486,1704,1223
437,486,40.326887754989016,48.742798353909464,1712,1226
438,486,40.538430989695286,49.339506172839506,1714,1228
439,487,40.37389831662077,49.23613963039014,1720,1233
440,486,40.39427270780188,49.022633744855966,1725,1239
441,485,40.417527480534844,49.04123711340206,1730,1245
442,488,40.439968899301725,49.299180327868854,1735,1247
443,489,40.58446783729578,49.57259713701431,1739,1250
444,488,40.38861716309685,49.81967213114754,1742,1254
445,495,40.01547248327422,49.743434343434345,1751,1256
446,503,39.57078622967894,49.514910536779325,1761,1258
447,505,39.47578765752115,49.774257425742576,1766,1261
448,512,39.151428927259815,49.712890625,1775,1263
449,511,39.30271489552015,49.68297455968689,1780,1269
450,506,38.95470680894011,49.49604743083004,1784,1278
451,511,38.921750041429945,49.54207436399217,1791,1280
452,512,38.574929415459835,49.162109375,1798,1286
453,510,38.675817635246794,49.23921568627451,1801,1291
454,514,38.60421061198059,49.46887159533074,1807,1293
455,515,38.660903795766366,49.81359223300971,1811,1296
456,516,38.435936623721915,49.872093023255815,1816,1300
457,517,38.36597778791355,49.684719535783366,1822,1305
458,518,38.48262577450493,49.3996138996139,1829,1311
459,515,38.705589134793854,49.60388349514563,1832,1317
460,518,38.775398950891216,49.87065637065637,1837,1319
461,517,38.82307617673291,49.90328820116054,1841,1324
462,513,38.85108880872181,49.84990253411306,1845,1332
463,511,38.69070500435721,49.46379647749511,1851,1340
464,511,38.794104103730696,49.85909980430528,1854,1343
465,509,39.07159736402781,49.81335952848723,1858,1349
466,507,39.52830387817885,50.31163708086785,1860,1353
467,515,38.95658908374124,49.623300970873785,1872,1357
468,525,38.541710789842796,49.483809523809526,1883,1358
469,521,38.53465239733722,49.27831094049904,1887,1366
470,519,38.46247876064727,48.9383429672447,1893,1374
471,519,38.28574418312902,48.73988439306358,1900,1381
472,518,38.20529878836276,48.91312741312741,1904,1386
473,518,38.223243381222915,49.28957528957529,1907,1389
474,517,38.36778233530903,49.642166344294004,1910,1393
475,509,38.46102868387204,49.55599214145383,1911,1402
476,506,38.79562831290242,49.96442687747036,1913,1407
477,507,38.69782766671116,49.70414201183432,1920,1413
478,510,38.58013591783827,49.64509803921569,1927,1417
479,507,38.8131843680298,49.40631163708087,1931,1424
480,511,38.69132673745622,49.6614481409002,1937,1426
481,513,38.724074841633616,49.90448343079922,1942,1429
482,513,38.53391827131969,49.62573099415204,1949,1436
483,514,38.66347975189661,49.77626459143969,1954,1440
484,512,39.02662521733478,50.333984375,1956,1444
485,512,39.20825823108445,50.55078125,1960,1448
486,513,38.88809214414858,50.21052631578947,1968,1455
487,513,38.72959576715077,49.93372319688109,1975,1462
488,511,38.77485236111182,50.136986301369866,1978,1467
489,514,38.74696726869899,50.49610894941634,1983,1469
490,517,38.583423534824846,50.59574468085106,1989,1472
491,515,38.826462095571756,50.689320388349515,1993,1478
492,508,39.00792484319051,50.66338582677165,1995,1487
493,510,39.13709340077023,51.05882352941177,1999,1489
494,507,39.25547694283107,50.828402366863905,2003,1496
495,506,39.322374669535606,50.8399209486166,2008,1502
496,506,39.41508230141682,51.27272727272727,2011,1505
497,508,39.67657093174679,51.89173228346457,2014,1506
498,511,39.63667802499492,51.93933463796478,2020,1509
499,506,39.970306052632324,52.48814229249012,2020,1514
500,510,39.72166184497198,52.26274509803922,2028,1518
